columns
ATLAS19dxj
ZTF19zuzd
ATLAS19kej
ATLAS19dxg
ZTF19aagviec
y
AT2020tgk
ekb
2021ace
enu
Angstrom	10^-18
ZTF21aaqldsj
AT2019agi
Perr
ASASSN-18rn
flux_unc
OBSERVAT
TELESCOPE:
AT2020yzs
DICHROIC=
ZTF18aaqzhib
ASAShcg
col11
ATLAS20gtc
Uerr
UH88
Flux_egs
ZTF20dibr
20vau
ZTF18aacdbzx
AT2020abhx
Gaia19bzz
2020adlb
FLUX
ATLAS20auf
AT2019pig
AT2020zkt
Popx
24pom
AT2020abmi
ASASSN-18bt
Converted
2012-11-15T00:00:00.000
ATLAS19kdv
ASASSNhu
lambda_AA
20zfu
2024abfw
INSTNAME:
BRUTUS8556_1
AS-19aeb
21isv
AT2019ubh
sky_flux
AT2020zmr
AT2018jpi
ZTF18aabcwtr
ASASSNhq
PS20mde
P60
dispersion
x
ASASSN19ng
col5
DATE-OBS=
spec_sum
ATLAS20cnh
ZTF19fqug
2014-04-27T00:00:00.000
Variance
yconc
Wavelength
2020adld
2020adlc
GROUPS
AT2020vdm
ASeqv
AT2018jkw
BRATS-005
2020dcv
PS20hzz
yaftsub
20xkw
ERR
AT2020uek
AT2020wgy
Error
ASsam
AT-kah
spec_optimal
AT2020swy
AT2020xda
Pnzv
ASASSN-14lv
ZTF20xrko
ATLAS20bilw
wav
col7
AT20aro
ATLAS21him
ASASSN19hm
sn2016coj-20160531.245-uv.ms.fits
21feg
FLAMBDA
AT-jzt
ZTF19hwxs
LAM
sig
2023-09-29
#wavelength
20yae
Wavelength(angstroms)
AT2020wie
ATLAS20bhnm
AT2021mab
ATLAS18znm
PTSS18jmj
e_flux
ASASSN-19ii
dxg
flux_tell_corrected
2025yz
wavelength
ATLAS20biwy
2020adox
2021nyt
PTSS19clcj
flux(mJy)
Qerr
B-channel
col9
ASASSN-18aar
2025ud
ypixel
P
ZTF19aaafgbt
ATLAS21hjl
ATLAS18wyv
AbsFlux(10^-16ergcm^-2s^-1(AA)^-1)
20uyh
PS20lto
obswave
2021K
WAVELENGTH
ATLAS19suf
ATLAS18pqr
AT2019qym
spectrum:
rwt
ZTF19syyn
flag
waveobs
ZTF19uhox
telcor
ATLAS19bdu
U
flux_not_tell_corrected
AT19xvr
eke
wl
Gaia18cxi
ATLAS19kky
ASASSN19lp
Podb
ATLAS19mbc
ZTF18aaayemw
col2
ZTF19aadgimr
ATLAS19swk
AT2020vaw
IDxfx
ASASSN-19mj
2023-09-19T06:35:29.65
SN2015F
AT2020tef
ATLAS20bjgs
2025wa
flux_smoothed
ASASSN-20dl
tls
20xyk
IVAR
AT2018jag
AT2018joe
AT2020zem
AT2020wts
Wavelength (Å)
AT2019sqo
KCWI
D55
ATxug
"ALwe050142.fits[1][400,2102][real]:"
Flux(10-15)
ZTF19ohrk
ATLAS19cct
col8
dnu
AT2018jly
ATLAS19ccn
ATLAS20ibn
wavelen
ZTF21aawtewf
Gaia18dpp
Shappee
Gaia19akc
Ppdy
Sigma
2020adle
air_wave
AbsFlux(10^-14ergcm^-2s^-1(AA)^-1)
PS21dhv
AT2018jpx
trb
cvo
OBS_DATE:
PTF13ast
2012-12-18T00:00:00.000
col1
APO
ASsaz
AT2020ckp
ASASSN19il
ASASSN19nw
fluxerr
SIMPLE:
ATLAS19dwr
ATLAS18zpz
Intensity
AT2020wlw
Theta
col4
Err
SN2019yvq
ATLAS20gca
Gaiadmj-Fon_/_DQE
ATLAS18baiw
ATLAS19dzh
FILENAME:
ATLAS19dyq
2022siz
AT2020tce
AT2019sqi
AT2019pdx
erg/s/cm^2/AA)
TELESCOPE
ATLAS19emh
ASASSN-19mb
wavelength(AA)
ATLAS25aoh
2025wl
AT-kpv
ASASSN-18abi
AT2020wlv
ZTFaacijie
AT2020wux
sn2016coj-20160612.214-ir.ms.fits
ASASSN-14jc
AStym
ASASSN-19om
AT2019bgn
ASASSN-14kq
ATLAS18xhr
ivar
ASbwr
AbsFlux(10^-15ergcm^-2s^-1(AA)^-1)
AT2019bgs
Rich/Wise/Hinds
sn2016coj-20160614.198-ir.ms.fits
ATLAS19oyk
WL[\AA]
ATLAS19axa
lambda
by
ASAShau
ASASSN-15hx
ASASSN-19bi
dyt
10:56:00+00:00
AT2019igb
ATLAS19emm
Flux error (erg/s/cm2/Å)
2012-11-13T00:00:00.000
ell
(A)	FluxDens(1d-15)
AT2020zkx
2021c
flux_err
SIG
flambda
tpg
variance/error
AT2019bsu
flux_cgs_AA
AT2019ifx
sn2016coj-20160612.214-uv.ms.fits
2021hj
AT19yvv
AT2020txx
wave-obs
ASASSN-14me
2021G
Ppcn
20skx
ATLAS21gba
ATLAS20gom
Sky
ASASSN-19wf
TESSxtf
20zjx
e_lam
AT2021lqy
ATLAS19cau
AT2019bjz
AT2019tyn
Gaia18dcg
f_lam
ASASSN19ip
ZTF20abobpcb
cli
ATLAS20awb
2020aerb
Q
ZTF19aaaheft
ATLAS20bevw
20xuq
evv
ATLAS20fay
err
2013-01-08T00:00:00.000
ATLAS18bagj
20voz
ATLAS19cdc
ATLAS20iel
rol
IMAGE
ATxct
Wavelength(AA)	f_lam(1e-16
AT2020abvq
from
ASASSN-19bk
AT2020yzx
XTENSION:
ATLAS19kcs
ATLAS20att
AT2020abgc
2024abkj
xpixel
ZTF18vmm
Gaia18cxz
ATLAS20bevi
AT-ktf
ATxek
ATLAS19mbi
AT2019iif
AT2020zen
ATLAS19sys
AT2019agl
col0
vacuum_wave
AT2020zlp
AT2020tul
Wavelength_Angstrom
ATLAS20idt
