columns
Gaiadmj-Fon_/_DQE
AT-kah
Gaia19bzz
AbsFlux(10^-15ergcm^-2s^-1(AA)^-1)
SN2019yvq
AT-jzt
P
col11
ZTF18aaqzhib
ATLAS18xhr
20yav
2021hj
21fof
ASASSN19lp
AT2018joe
AT-jwq
PS20hzz
wavelength
2021ace
2020adlc
AT2019tyn
ASAShcg
ZTF19adcbyiw
ATLAS18zob
sn2016coj-20160612.214-uv.ms.fits
ZTF19aacqeai
20voz
"ALwe050142.fits[1][400,2102][real]:"
ATLAS19esm
20uyh
RA
ASASSN-14lv
Podb
AT2019sqi
Variance
ASASSN-18qw
AT2020zem
response
flux
Wavelength(angstroms)
20yae
ATLAS20ibe
Flux error (erg/s/cm2/Å)
ASsaz
rwt
ATLAS19dyq
tls
ZTF21aaxtjvm
Normalized_flux
col1
21feg
WAVELENGTH
AStym
TELESCOPE
2025ud
WIWI
xconc
ZTF19hwxs
err
AT2019agi
Flux
2020adld
ASASSN-19bk
OBS_DATE:
ASASSN-18aah
ell
ypixel
PTSS19clcj
14:04:11.25
IO
ATLAS18baiw
AT2020uek
flux(flam)
ZTF20abobpcb
ZTF19aagviec
tLSQ12gdj_20121112_Gr11_Free_slit1.5_1_f.asci
Gaia19akc
ZTF19fqug
AT2018jly
ATLAS20idr
2020aeps
ATLAS20ibk
2021c
AT2020xda
SIG
P60
ATxbf
Wavelength
21iaw
ZTF20dibr
20xkw
ATLAS19ccn
ZTF19bmvt
PI:
ASASSN-18bt
TELESCOPE:
ASASSN-19bs
ZTF18abcezmh_20180703_P60_v1.ascii
ATLAS18znm
